# This is a NO-USE pre-TEA atmosphere file.
# TEA accepts a file in this format to produce 
# abundances as a function of pressure and temperature.

 38000.000 2.0565e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 37000.000 2.4201e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 36000.000 2.8480e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 35000.000 3.3516e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 34000.000 3.9442e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 33000.000 4.6416e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 32000.000 5.4623e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 31000.000 6.4281e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 30000.000 7.5646e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 29000.000 8.9022e-01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 28000.000 1.0476e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 27000.000 1.2328e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 26000.000 1.4508e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 25000.000 1.7074e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 24000.000 2.0092e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 23000.000 2.3645e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 22000.000 2.7826e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 21000.000 3.2745e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 20000.000 3.8535e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 19000.000 4.5349e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 18000.000 5.3367e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 17000.000 6.2803e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 16000.000 7.3907e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 15000.000 8.6975e+00 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 14000.000 1.0235e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 13000.000 1.2045e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 12000.000 1.4175e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 11000.000 1.6681e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
 10000.000 1.9630e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
  9000.000 2.3101e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
  8000.000 2.7186e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
  7000.000 3.1993e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
  6000.000 3.7649e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
  5000.000 4.4306e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
  4000.000 5.2140e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
  3000.000 6.1359e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
  2000.000 7.2208e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
  1000.000 8.4975e+01 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
     0.000 1.0000e+02 1500.00 12.00 10.93  8.43  7.83  8.69  7.51  7.50 
